00000	314.62	  10728.8
00002	314.30	  10746.8
00008	269.24	  12420.6
00015	204.26	  15561.2
00050	151.76	  18293.2
00100	 94.19	  16691.5
00200	 74.52	  11840.8
00300	 70.06	   8554.3
00400	 67.58	   6836.4
00500	 66.24	   5744.4
00700	 64.83	   4458.3
01000	 79.30	   3240.8
01300	 79.73	   2695.5
01700	 78.41	   2273.0
02500	 77.87	   1819.4
03500	 77.31	   1544.0
05000	 76.81	   1335.9
09000	 76.43	   1117.4
20000	 76.19	    967.0
